AnnoNo	AnnoDate	AnnoTitle	AnnoContent	SiteId	County	IsSoil	IsGw
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11175	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11174	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11147	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11145	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11144	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11133	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11132	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11131	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11128	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11127	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11125	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11124	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11123	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11122	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11121	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11111	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11105	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10970	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10966	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10965	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10964	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10963	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10962	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10960	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10950	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10949	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10948	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10947	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10944	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10943	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10455	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10425	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10413	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10406	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10400	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10398	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10373	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10372	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10369	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10368	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10367	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10361	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10358	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10356	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10338	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10337	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本是大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10336	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10623	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10622	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11146	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11126	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10594	桃園市	1	0
府環水字第1040249875號	2015/10/7	公告解除本市園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段106-5地號等53筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10333	桃園市	1	0
新北環水字第1041835999號	2015/10/1	解除「國泰樹脂工業股份有限公司三重廠」所在(位於新北市三重區頂崁段864地號)土地為土壤污染控制場址及土壤污染管制區	新北市三重區頂崁段864地號土地範圍內，共計2628.04平方公尺	F10026	新北市	1	0
高市環局土字第10439462301號	2015/9/22	復盛股份有限公司高雄分公司「高雄市楠梓區和平段二小段593地號(部分地號)土壤污染控制場址」解除列管暨解除土壤污染管制區劃定公告。		E10152	高雄市	0	0
高市環局土字第10439458701號	2015/9/21	中國石油化學工業開發股份有限公司前鎮廠場址(前鎮區興邦段0004等14筆地號)土壤污染控制場址解除列管暨解除土壤汙染管制區劃定公告。	"高雄市前鎮區興邦段4、4-1、4-2、86、86-4、87、92、92-1、92-2、92-3、93、93-1、95、95-1等14筆地號，計168,409平方公尺。"	E00027	高雄市	1	0
府環土字第1040908260E號	2015/9/16	公告本市南區興農段0632-0001地號土地為土壤污染管制區。	臺南市南區興農段0632-0001地號（本地號分割自興農段0632-0000地號）。	D10400	臺南市	1	0
新北環水字第1041671108號	2015/9/11	公告原勇韶有限公司樹林廠位於新北市樹林區備內段1519、1520等2筆地號之土地為土壤污染控制場址，並劃定土壤污染管制區(如附圖)。	新北市樹林區備內段1519、1520等2筆地號土地範圍內，場址面積共計3343.87平方公尺	F10277	新北市	1	0
新北環水字第1041664568號	2015/9/11	公告茗輝企業有限公司位於新北市樹林區圳生段404地號之土地為土壤污染控制場址，並劃定土壤污染管制區(如附圖)。	新北市樹林區圳生段404地號土地範圍內，場址面積共計145.52平方公尺。	F10264	新北市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	H10934	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10402	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10933	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10924	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10923	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10922	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10889	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10882	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10881	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10878	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10877	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10872	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10870	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10869	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10645	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10644	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10637	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10618	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10604	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10603	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10601	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10600	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10599	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10598	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10596	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10572	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10570	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10562	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10561	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10560	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10559	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10558	桃園市	1	0
府環水字第1040225952號	2015/9/8	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污壤控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段2地號等44筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10516	桃園市	1	0
