類別,盛產月份,名稱,品種名稱,主要生產-縣市別,主要生產-鄉鎮市別
蔬菜,5,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,鹽埔鄉
蔬菜,5,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,鳳林鎮
蔬菜,5,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,壽豐鄉
蔬菜,5,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,雲林縣,崙背鄉
蔬菜,5,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,東山區
蔬菜,5,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,後壁區
蔬菜,5,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,七股區
蔬菜,5,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,高雄市,路竹區
蔬菜,5,苦瓜,月華、高月、農友2號,台中市,新社區
蔬菜,5,苦瓜,月華、高月、農友2號,彰化縣,二林鎮
蔬菜,5,苦瓜,月華、高月、農友2號,屏東縣,高樹鄉
蔬菜,5,苦瓜,月華、高月、農友2號,屏東縣,里港鄉
蔬菜,5,苦瓜,月華、高月、農友2號,屏東縣,九如鄉
蔬菜,5,苦瓜,月華、高月、農友2號,屏東縣,萬丹鄉
蔬菜,5,絲瓜,東光、七美、七喜,南投縣,埔里鎮
蔬菜,5,絲瓜,東光、七美、七喜,台南市,東山區
蔬菜,5,絲瓜,東光、七美、七喜,高雄市,大社區
蔬菜,5,絲瓜,東光、七美、七喜,屏東縣,萬丹鄉
蔬菜,5,絲瓜,東光、七美、七喜,屏東縣,里港鄉
蔬菜,5,絲瓜,東光、七美、七喜,屏東縣,高樹鄉
蔬菜,5,茄子,屏東長茄、麻薯長茄、紅娘,雲林縣,林內鄉
蔬菜,5,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,鹽埔鄉
蔬菜,5,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,高樹鄉
蔬菜,5,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,里港鄉
蔬菜,5,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,九如鄉
蔬菜,5,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,屏東市
蔬菜,5,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,高雄市,美濃區
蔬菜,5,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,萬丹鄉
蔬菜,5,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,鹽埔鄉
蔬菜,5,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,九如鄉
蔬菜,5,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,里港鄉
蔬菜,5,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,高樹鄉
蔬菜,5,毛豆,高雄選1-9號,彰化縣,大城鄉
蔬菜,5,毛豆,高雄選1-9號,彰化縣,芳苑鄉
蔬菜,5,毛豆,高雄選1-9號,雲林縣,東勢鄉
蔬菜,5,毛豆,高雄選1-9號,雲林縣,四湖鄉
蔬菜,5,毛豆,高雄選1-9號,雲林縣,元長鄉
蔬菜,5,毛豆,高雄選1-9號,屏東縣,鹽埔鄉
蔬菜,5,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉
蔬菜,5,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉
蔬菜,5,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮
蔬菜,5,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉
蔬菜,5,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區
蔬菜,5,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉
蔬菜,5,辣椒,萬家香、麗香,彰化縣,芳苑鄉
蔬菜,5,辣椒,萬家香、麗香,嘉義縣,新港鄉
蔬菜,5,辣椒,萬家香、麗香,高雄市,美濃區
蔬菜,5,辣椒,萬家香、麗香,屏東縣,高樹鄉
蔬菜,5,辣椒,萬家香、麗香,屏東縣,鹽埔鄉
蔬菜,5,辣椒,萬家香、麗香,花蓮縣,鳳林鎮
蔬菜,5,番茄,大果番茄、小果番茄、加工番茄,南投縣,信義鄉
蔬菜,5,番茄,大果番茄、小果番茄、加工番茄,雲林縣,崙背鄉
蔬菜,5,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,民雄鄉
蔬菜,5,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,太保市
蔬菜,5,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,六腳鄉
蔬菜,5,番茄,大果番茄、小果番茄、加工番茄,高雄市,路竹區
蔬菜,5,金針,平地種(鮮食用),台東縣,太麻里鄉
蔬菜,5,金針,平地種(鮮食用),花蓮縣,玉里鎮
蔬菜,5,金針,平地種(鮮食用),花蓮縣,瑞穗鄉
蔬菜,6,青蔥,日蔥,宜蘭縣,三星鄉
蔬菜,6,青蔥,日蔥,宜蘭縣,壯圍鄉
蔬菜,6,青蔥,北蔥,彰化縣,溪湖鎮
蔬菜,6,青蔥,北蔥,彰化縣,溪州鄉
蔬菜,6,青蔥,北蔥,雲林縣,元長鄉
蔬菜,6,青蔥,北蔥,雲林縣,虎尾鎮
蔬菜,6,青蔥,北蔥,雲林縣,土庫鎮
蔬菜,6,青蔥,北蔥,雲林縣,台西鄉
蔬菜,6,青蔥,北蔥,雲林縣,麥寮鄉
蔬菜,6,青蔥,北蔥,高雄市,梓官區
蔬菜,6,菇類,香菇,桃園縣,復興鄉
蔬菜,6,菇類,香菇,台中市,新社區
蔬菜,6,菇類,香菇,南投縣,埔里鎮
蔬菜,6,菇類,香菇,南投縣,水里鄉
蔬菜,6,菇類,香菇,南投縣,魚池鄉
蔬菜,6,菇類,香菇,南投縣,竹山鎮
蔬菜,6,菇類,香菇,花蓮縣,富里鄉
蔬菜,6,菇類,金針菇,台中市,霧峰區
蔬菜,6,菇類,金針菇,彰化縣,溪湖鎮
蔬菜,6,菇類,金針菇,南投縣,草屯鎮
蔬菜,6,菇類,杏鮑菇,台中市,新社區
蔬菜,6,菇類,杏鮑菇,台中市,霧峰區
蔬菜,6,菇類,杏鮑菇,彰化縣,埔心鄉
蔬菜,6,菇類,杏鮑菇,彰化縣,大村鄉
蔬菜,6,菇類,杏鮑菇,南投縣,埔里鎮
蔬菜,6,菇類,杏鮑菇,南投縣,魚池鄉
蔬菜,6,茭白筍,青殼、紅殼、台中選一號,新北市,三芝區
蔬菜,6,茭白筍,青殼、紅殼、台中選一號,新北市,金山區
蔬菜,6,茭白筍,青殼、紅殼、台中選一號,南投縣,竹山鎮
蔬菜,6,茭白筍,青殼、紅殼、台中選一號,南投縣,魚池鄉
蔬菜,6,茭白筍,青殼、紅殼、台中選一號,南投縣,埔里鎮
蔬菜,6,茭白筍,青殼、紅殼、台中選一號,宜蘭縣,礁溪鄉
蔬菜,6,綠竹筍,,新北市,八里區
蔬菜,6,綠竹筍,,新北市,三峽區
蔬菜,6,綠竹筍,,桃園縣,大溪鎮
蔬菜,6,綠竹筍,,桃園縣,復興鄉
蔬菜,6,綠竹筍,,台南市,關廟區
蔬菜,6,綠竹筍,,台南市,白河區
蔬菜,6,綠竹筍,,高雄市,
蔬菜,6,箭竹筍,,花蓮縣,光復鄉
蔬菜,6,麻竹筍,,台中市,
蔬菜,6,麻竹筍,,南投縣,
蔬菜,6,麻竹筍,,雲林縣,
蔬菜,6,麻竹筍,,嘉義縣,
蔬菜,6,麻竹筍,,台南市,
蔬菜,6,麻竹筍,,高雄市,
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,苗栗縣,後龍鎮
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,彰化縣,大城鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,崙背鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,四湖鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,二崙鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,屏東縣,鹽埔鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,屏東縣,萬丹鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,花蓮縣,壽豐鄉
蔬菜,6,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,花蓮縣,鳳林鎮
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,苗栗縣,後龍鎮
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,彰化縣,大城鄉
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,二崙鄉
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,四湖鄉
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,崙背鄉
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,鹽埔鄉
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,萬丹鄉
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,鳳林鎮
蔬菜,6,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,壽豐鄉
蔬菜,6,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,雲林縣,崙背鄉
蔬菜,6,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,東山區
蔬菜,6,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,後壁區
蔬菜,6,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,台南市,七股區
蔬菜,6,甜瓜,網紋甜瓜、光皮甜瓜、哈密瓜、東方甜瓜,高雄市,路竹區
蔬菜,6,苦瓜,月華、高月、農友2號,台中市,新社區
蔬菜,6,苦瓜,月華、高月、農友2號,彰化縣,二林鎮
蔬菜,6,苦瓜,月華、高月、農友2號,屏東縣,高樹鄉
蔬菜,6,苦瓜,月華、高月、農友2號,屏東縣,里港鄉
蔬菜,6,苦瓜,月華、高月、農友2號,屏東縣,九如鄉
蔬菜,6,苦瓜,月華、高月、農友2號,屏東縣,萬丹鄉
蔬菜,6,絲瓜,東光、七美、七喜,南投縣,埔里鎮
蔬菜,6,絲瓜,東光、七美、七喜,台南市,東山區
蔬菜,6,絲瓜,東光、七美、七喜,高雄市,大社區
蔬菜,6,絲瓜,東光、七美、七喜,屏東縣,萬丹鄉
蔬菜,6,絲瓜,東光、七美、七喜,屏東縣,里港鄉
蔬菜,6,絲瓜,東光、七美、七喜,屏東縣,高樹鄉
蔬菜,6,茄子,屏東長茄、麻薯長茄、紅娘,雲林縣,林內鄉
蔬菜,6,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,高樹鄉
蔬菜,6,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,鹽埔鄉
蔬菜,6,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,里港鄉
蔬菜,6,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,九如鄉
蔬菜,6,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,屏東市
蔬菜,6,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,高雄市,美濃區
蔬菜,6,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,萬丹鄉
蔬菜,6,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,鹽埔鄉
蔬菜,6,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,九如鄉
蔬菜,6,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,里港鄉
蔬菜,6,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,高樹鄉
蔬菜,6,毛豆,高雄選1-9號,彰化縣,大城鄉
蔬菜,6,毛豆,高雄選1-9號,彰化縣,芳苑鄉
蔬菜,6,毛豆,高雄選1-9號,雲林縣,東勢鄉
蔬菜,6,毛豆,高雄選1-9號,雲林縣,四湖鄉
蔬菜,6,毛豆,高雄選1-9號,雲林縣,元長鄉
蔬菜,6,毛豆,高雄選1-9號,屏東縣,鹽埔鄉
蔬菜,6,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉
蔬菜,6,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉
蔬菜,6,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮
蔬菜,6,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉
蔬菜,6,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區
蔬菜,6,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉
蔬菜,6,辣椒,萬家香、麗香,彰化縣,芳苑鄉
蔬菜,6,辣椒,萬家香、麗香,嘉義縣,新港鄉
蔬菜,6,辣椒,萬家香、麗香,高雄市,美濃區
蔬菜,6,辣椒,萬家香、麗香,屏東縣,高樹鄉
蔬菜,6,辣椒,萬家香、麗香,屏東縣,鹽埔鄉
蔬菜,6,辣椒,萬家香、麗香,花蓮縣,鳳林鎮
蔬菜,6,番茄,大果番茄、小果番茄、加工番茄,南投縣,信義鄉
蔬菜,6,番茄,大果番茄、小果番茄、加工番茄,雲林縣,崙背鄉
蔬菜,6,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,民雄鄉
蔬菜,6,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,太保市
蔬菜,6,番茄,大果番茄、小果番茄、加工番茄,嘉義縣,六腳鄉
蔬菜,6,番茄,大果番茄、小果番茄、加工番茄,高雄市,路竹區
蔬菜,6,金針,平地種(鮮食用),台東縣,太麻里鄉
蔬菜,6,金針,平地種(鮮食用),花蓮縣,玉里鎮
蔬菜,6,金針,平地種(鮮食用),花蓮縣,瑞穗鄉
蔬菜,7,青蔥,日蔥,宜蘭縣,壯圍鄉
蔬菜,7,青蔥,日蔥,宜蘭縣,三星鄉
蔬菜,7,青蔥,北蔥,彰化縣,溪湖鎮
蔬菜,7,青蔥,北蔥,彰化縣,溪州鄉
蔬菜,7,青蔥,北蔥,雲林縣,元長鄉
蔬菜,7,青蔥,北蔥,雲林縣,虎尾鎮
蔬菜,7,青蔥,北蔥,雲林縣,土庫鎮
蔬菜,7,青蔥,北蔥,雲林縣,台西鄉
蔬菜,7,青蔥,北蔥,雲林縣,麥寮鄉
蔬菜,7,青蔥,北蔥,高雄市,梓官區
蔬菜,7,菇類,香菇,桃園縣,復興鄉
蔬菜,7,菇類,香菇,台中市,新社區
蔬菜,7,菇類,香菇,南投縣,埔里鎮
蔬菜,7,菇類,香菇,南投縣,水里鄉
蔬菜,7,菇類,香菇,南投縣,魚池鄉
蔬菜,7,菇類,香菇,南投縣,竹山鎮
蔬菜,7,菇類,香菇,花蓮縣,富里鄉
蔬菜,7,菇類,金針菇,台中市,霧峰區
蔬菜,7,菇類,金針菇,彰化縣,溪湖鎮
蔬菜,7,菇類,金針菇,南投縣,草屯鎮
蔬菜,7,菇類,杏鮑菇,台中市,新社區
蔬菜,7,菇類,杏鮑菇,台中市,霧峰區
蔬菜,7,菇類,杏鮑菇,彰化縣,埔心鄉
蔬菜,7,菇類,杏鮑菇,彰化縣,大村鄉
蔬菜,7,菇類,杏鮑菇,南投縣,埔里鎮
蔬菜,7,菇類,杏鮑菇,南投縣,魚池鄉
蔬菜,7,茭白筍,青殼、紅殼、台中選一號,新北市,三芝區
蔬菜,7,茭白筍,青殼、紅殼、台中選一號,新北市,金山區
蔬菜,7,茭白筍,青殼、紅殼、台中選一號,南投縣,竹山鎮
蔬菜,7,茭白筍,青殼、紅殼、台中選一號,南投縣,魚池鄉
蔬菜,7,茭白筍,青殼、紅殼、台中選一號,南投縣,埔里鎮
蔬菜,7,茭白筍,青殼、紅殼、台中選一號,宜蘭縣,礁溪鄉
蔬菜,7,綠竹筍,,新北市,三峽區
蔬菜,7,綠竹筍,,新北市,八里區
蔬菜,7,綠竹筍,,桃園縣,大溪鎮
蔬菜,7,綠竹筍,,桃園縣,復興鄉
蔬菜,7,綠竹筍,,台南市,關廟區
蔬菜,7,綠竹筍,,台南市,白河區
蔬菜,7,綠竹筍,,高雄市,
蔬菜,7,箭竹筍,,花蓮縣,光復鄉
蔬菜,7,麻竹筍,,台中市,
蔬菜,7,麻竹筍,,南投縣,
蔬菜,7,麻竹筍,,雲林縣,
蔬菜,7,麻竹筍,,嘉義縣,
蔬菜,7,麻竹筍,,台南市,
蔬菜,7,麻竹筍,,高雄市,
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,苗栗縣,後龍鎮
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,彰化縣,大城鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,崙背鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,四湖鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,雲林縣,二崙鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,屏東縣,萬丹鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,屏東縣,鹽埔鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,花蓮縣,壽豐鄉
蔬菜,7,西瓜,紅肉大西瓜、紅肉小西瓜、普通黃肉或黃橙肉小西瓜,花蓮縣,鳳林鎮
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,苗栗縣,後龍鎮
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,彰化縣,大城鄉
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,二崙鄉
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,四湖鄉
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,雲林縣,崙背鄉
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,鹽埔鄉
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,屏東縣,萬丹鄉
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,鳳林鎮
蔬菜,7,西瓜,黃皮紅肉小西瓜、黃皮橙肉小西瓜、無子西瓜,花蓮縣,壽豐鄉
蔬菜,7,苦瓜,月華、高月、農友2號,台中市,新社區
蔬菜,7,苦瓜,月華、高月、農友2號,彰化縣,二林鎮
蔬菜,7,苦瓜,月華、高月、農友2號,屏東縣,高樹鄉
蔬菜,7,苦瓜,月華、高月、農友2號,屏東縣,里港鄉
蔬菜,7,苦瓜,月華、高月、農友2號,屏東縣,九如鄉
蔬菜,7,苦瓜,月華、高月、農友2號,屏東縣,萬丹鄉
蔬菜,7,絲瓜,東光、七美、七喜,南投縣,埔里鎮
蔬菜,7,絲瓜,東光、七美、七喜,台南市,東山區
蔬菜,7,絲瓜,東光、七美、七喜,高雄市,大社區
蔬菜,7,絲瓜,東光、七美、七喜,屏東縣,萬丹鄉
蔬菜,7,絲瓜,東光、七美、七喜,屏東縣,里港鄉
蔬菜,7,絲瓜,東光、七美、七喜,屏東縣,高樹鄉
蔬菜,7,茄子,屏東長茄、麻薯長茄、紅娘,雲林縣,林內鄉
蔬菜,7,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,鹽埔鄉
蔬菜,7,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,高樹鄉
蔬菜,7,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,里港鄉
蔬菜,7,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,九如鄉
蔬菜,7,茄子,屏東長茄、麻薯長茄、紅娘,屏東縣,屏東市
蔬菜,7,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,高雄市,美濃區
蔬菜,7,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,萬丹鄉
蔬菜,7,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,鹽埔鄉
蔬菜,7,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,九如鄉
蔬菜,7,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,里港鄉
蔬菜,7,長豇(菜)豆,綠衣、紫衣、台中一號、白雪,屏東縣,高樹鄉
蔬菜,7,毛豆,高雄選1-9號,彰化縣,大城鄉
蔬菜,7,毛豆,高雄選1-9號,彰化縣,芳苑鄉
蔬菜,7,毛豆,高雄選1-9號,雲林縣,東勢鄉
蔬菜,7,毛豆,高雄選1-9號,雲林縣,四湖鄉
蔬菜,7,毛豆,高雄選1-9號,雲林縣,元長鄉
蔬菜,7,毛豆,高雄選1-9號,屏東縣,鹽埔鄉
蔬菜,7,甜椒,藍星、銘星、天王星、麗妃,南投縣,信義鄉
蔬菜,7,甜椒,藍星、銘星、天王星、麗妃,南投縣,仁愛鄉
蔬菜,7,甜椒,藍星、銘星、天王星、麗妃,南投縣,埔里鎮
蔬菜,7,甜椒,藍星、銘星、天王星、麗妃,雲林縣,莿桐鄉
蔬菜,7,甜椒,藍星、銘星、天王星、麗妃,高雄市,美濃區
蔬菜,7,甜椒,藍星、銘星、天王星、麗妃,屏東縣,高樹鄉
蔬菜,7,辣椒,萬家香、麗香,彰化縣,芳苑鄉
蔬菜,7,辣椒,萬家香、麗香,嘉義縣,新港鄉
蔬菜,7,辣椒,萬家香、麗香,高雄市,美濃區
蔬菜,7,辣椒,萬家香、麗香,屏東縣,高樹鄉
蔬菜,7,辣椒,萬家香、麗香,屏東縣,鹽埔鄉
蔬菜,7,辣椒,萬家香、麗香,花蓮縣,鳳林鎮
水果,1,椪柑,,苗栗縣,卓蘭鎮
水果,1,椪柑,,台中市,東勢區
水果,1,椪柑,,雲林縣,古坑鄉
水果,1,椪柑,,嘉義縣,番路鄉
水果,1,椪柑,,嘉義縣,梅山鄉
水果,1,椪柑,,嘉義縣,竹崎鄉
水果,1,椪柑,,台南市,東山區
水果,1,番荔枝,大麟種、軟枝種,台南市,歸仁區
水果,1,番荔枝,大麟種、軟枝種,台東縣,太麻里鄉
水果,1,番荔枝,大麟種、軟枝種,台東縣,卑南鄉
水果,1,番荔枝,大麟種、軟枝種,台東縣,東河鄉
水果,1,番荔枝,大麟種、軟枝種,台東縣,台東市
水果,1,番荔枝,鳳梨釋迦,台東縣,台東市
水果,1,番荔枝,鳳梨釋迦,台東縣,東河鄉
水果,1,番荔枝,鳳梨釋迦,台東縣,卑南鄉
水果,1,番荔枝,鳳梨釋迦,台東縣,太麻里鄉
水果,1,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,苗栗縣,卓蘭鎮
水果,1,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,台南市,楠西區
水果,1,楊桃,馬來種、二林種、秤錘種、青乾種、紅龍、台農2號,屏東縣,里港鄉
水果,1,番石榴,珍珠種、世紀種,彰化縣,社頭鄉
水果,1,番石榴,珍珠種、世紀種,彰化縣,溪州鄉
水果,1,番石榴,珍珠種、世紀種,台南市,玉井區
水果,1,番石榴,珍珠種、世紀種,台南市,楠西區
水果,1,番石榴,珍珠種、世紀種,高雄市,大社區
水果,1,番石榴,珍珠種、世紀種,高雄市,阿蓮區
水果,1,番石榴,珍珠種、世紀種,高雄市,燕巢區
水果,1,柳橙,,南投縣,中寮鄉
水果,1,柳橙,,雲林縣,斗南鎮
水果,1,柳橙,,雲林縣,古坑鄉
水果,1,柳橙,,嘉義縣,番路鄉
水果,1,柳橙,,嘉義縣,梅山鄉
水果,1,柳橙,,嘉義縣,竹崎鄉
水果,1,柳橙,,嘉義縣,中埔鄉
水果,1,柳橙,,嘉義縣,民雄鄉
水果,1,柳橙,,嘉義縣,大林鎮
水果,1,柳橙,,台南市,白河區
水果,1,柳橙,,台南市,六甲區
水果,1,柳橙,,台南市,大內區
水果,1,柳橙,,台南市,南化區
水果,1,柳橙,,台南市,官田區
水果,1,蓮霧,粉紅種及大粒種,高雄市,六龜區
水果,1,蓮霧,粉紅種及大粒種,屏東縣,新埤鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,南州鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,林邊鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,佳冬鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,枋寮鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,高樹鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,鹽埔鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,長治鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,麟洛鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,內埔鄉
水果,1,蓮霧,粉紅種及大粒種,屏東縣,潮州鎮
水果,1,香蕉,北蕉及新北蕉,南投縣,中寮鄉
水果,1,香蕉,北蕉及新北蕉,南投縣,南投市
水果,1,香蕉,北蕉及新北蕉,南投縣,國姓鄉
水果,1,香蕉,北蕉及新北蕉,南投縣,水里鄉
水果,1,香蕉,北蕉及新北蕉,高雄市,美濃區
水果,1,香蕉,北蕉及新北蕉,高雄市,旗山區
水果,1,香蕉,北蕉及新北蕉,屏東縣,高樹鄉
水果,1,香蕉,北蕉及新北蕉,屏東縣,新埤鄉
水果,1,香蕉,北蕉及新北蕉,屏東縣,里港鄉
水果,1,木瓜,台農2號,南投縣,草屯鎮
水果,1,木瓜,台農2號,雲林縣,林內鄉
水果,1,木瓜,台農2號,嘉義縣,中埔鄉
水果,1,木瓜,台農2號,台南市,南化區
水果,1,木瓜,台農2號,台南市,大內區
水果,1,木瓜,台農2號,台南市,玉井區
水果,1,木瓜,台農2號,台南市,楠西區
水果,1,木瓜,台農2號,高雄市,美濃區
水果,1,木瓜,台農2號,屏東縣,新埤鄉
水果,1,木瓜,台農2號,屏東縣,萬巒鄉
水果,1,木瓜,台農2號,屏東縣,長治鄉
水果,1,桶柑,,新北市,三峽區
水果,1,桶柑,,新北市,新店區
水果,1,桶柑,,新竹縣,峨眉鄉
水果,1,桶柑,,台中市,和平區
水果,1,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,台南市,玉井區
水果,1,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,台南市,南化區
水果,1,印度棗,蜜棗、台農1號、翠蜜、天蜜、高雄2號、高雄3號,高雄市,大社區
